Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E7447,C3971-ME,C3971-CSE,C3971-IT,C7343-ME,C7128-ME,C9557-ME,C1282-ME,C7128-CH,C8852-EE,C1674-ICT
E0793,C4852-CSE,C4852-CSE,C3971-CSE,C1648-EC,C2002-EC,C5583-EC,C4885-EC,C1899-EE,C3971-IC,C4083-EE
E3285,C2165-IT,C3971-IT,C4852-IT,C5132-EC,C7466-EC,C3900-ME,C2547-ME,C3232-EE,C9557-EE,C4695-ICT
E9481,C3971-CSE,C4852-ME,C2165-CSE,C4650-ME,C1745-EC,C8743-ME,C9557-ME,C1648-IC,C3397-EE,C3799-CH
E2595,C3971-ME,C3971-ME,C2165-ICT,C8405-EC,C9225-ME,C8203-EC,C3973-ME,C6301-ICT,C7951-ICT,C8813-EE
E1863,C3971-CSE,C3971-IT,C3971-ME,C3799-EC,C4515-EC,C9143-EC,C8405-EC,C7071-CH,C9739-CH,C2642-ICT
E8566,C3971-IT,C4852-ME,C4852-IT,C8426-EC,C9356-EC,C1899-EC,C9416-ME,C7151-CH,C2642-ICT,C5479-ICT
E0917,C3971-CSE,C4852-ME,C4852-ICT,C2547-ME,C5302-ME,C6679-EC,C5049-ME,C4515-CH,C2458-CH,C2921-ICT
E5840,C4852-CSE,C3971-CSE,C2165-CSE,C3900-EC,C2342-ME,C5848-ME,C7748-EC,C8403-CH,C5588-EE,C8405-IC
E8820,C4852-IT,C3971-CSE,C4852-CSE,C8200-EC,C6698-ME,C9557-ME,C1745-EC,C5724-CH,C5848-ICT,C9557-CH
E4866,C2165-IT,C2165-CSE,C4852-IT,C7748-EC,C7951-ME,C6679-ME,C5049-ME,C8813-CH,C9143-CH,C2921-CH
E5950,C2165-CSE,C4852-ME,C4852-ICT,C6525-ME,C3232-ME,C7343-ME,C2642-EC,C4922-ICT,C4852-ICT,C9080-EE
E2601,C2165-IT,C2165-ME,C3971-ICT,C9896-EC,C8200-EC,C2051-ME,C9769-ME,C4852-ICT,C3973-EE,C9590-IC
E4065,C2165-CSE,C4852-CSE,C4852-ICT,C8200-ME,C8200-ME,C2342-EC,C8200-EC,C9739-EE,C8200-CH,C4852-IC
E2850,C3971-CSE,C4852-CSE,C3971-ME,C8405-ME,C7906-ME,C3305-EC,C9356-ME,C6792-EE,C6525-EE,C8772-IC
E7632,C4852-IT,C3971-ICT,C4852-CSE,C5602-ME,C5019-EC,C5989-ME,C9590-ME,C1902-IC,C6679-IC,C9739-CH
E5128,C2165-CSE,C2165-IT,C4852-CSE,C3305-EC,C8200-EC,C8772-EC,C2921-ME,C6301-CH,C8813-EE,C9225-ICT
E8235,C3971-CSE,C4852-ICT,C3971-ICT,C9751-ME,C1648-EC,C5532-ME,C2642-ME,C7343-ICT,C6792-IC,C7937-EE
E0550,C2165-CSE,C4852-CSE,C4852-ICT,C9416-ME,C8426-EC,C9896-EC,C9356-EC,C9120-CH,C6706-EE,C1961-EE
E0031,C9416-ME,C2062-CSE,C4083-EC,C9751-ME,C1745-ME,C1282-ME,C4650-EC,C4083-ICT,C3799-ICT,C5207-EE
E5199,C5588-CSE,C8405-IT,C2000-ME,C2002-ME,C4953-ME,C8403-EC,C5019-ME,C6792-CH,C9080-ICT,C9557-ICT
E0846,C9739-ME,C5019-CSE,C3900-ME,C2996-ME,C9557-ME,C1745-EC,C8611-ME,C7343-CH,C4695-ICT,C2062-ICT
E2625,C9356-ME,C6698-CSE,C2062-IT,C2342-ME,C9739-ME,C5302-ME,C3305-EC,C3799-IC,C9670-CH,C2342-IC
E9853,C4953-CSE,C7134-IT,C7748-IT,C4852-ME,C2000-ME,C7198-ME,C8203-ME,C4000-CH,C7134-IC,C4000-ICT
E2020,C3971-CSE,C7951-ME,C2921-CSE,C2342-EC,C6416-ME,C4650-ME,C5588-ME,C4070-ICT,C2051-IC,C7343-EE
E3189,C5848-IT,C5989-CSE,C4070-CSE,C9751-ME,C9751-ME,C6525-ME,C7071-ME,C7479-IC,C1674-ICT,C4922-IC
E2054,C1648-IT,C7466-ME,C3971-IT,C7466-ME,C8403-EC,C2051-EC,C5848-ME,C9739-EE,C2558-IC,C9896-CH
E7344,C5602-IT,C8611-CSE,C2051-CSE,C8426-ME,C5583-EC,C9751-EC,C3397-ME,C2062-IC,C1282-IC,C2996-IC
E5436,C7151-IT,C3900-ME,C2342-ME,C8405-ME,C5989-ME,C8772-EC,C3900-EC,C2165-CH,C4650-EE,C2002-CH
E7308,C2642-IT,C6706-IT,C2996-ME,C6679-EC,C7151-EC,C4922-ME,C5602-ME,C3998-EE,C1899-CH,C2062-EE
E0404,C5207-ME,C5583-IT,C4695-IT,C2165-ME,C2511-ME,C4566-ME,C7343-ME,C8200-EE,C1282-CH,C3397-IC
E3263,C2000-ME,C8743-CSE,C5588-ME,C9896-ME,C1899-ME,C9896-ME,C2558-ME,C3971-ICT,C7134-IC,C4515-CH
E4315,C6792-IT,C2547-ME,C2547-CSE,C4953-ME,C8772-EC,C6792-EC,C2002-ME,C8198-CH,C8198-ICT,C8198-IC
E3273,C8200-ME,C8203-IT,C1899-ME,C7951-ME,C9143-ME,C6706-EC,C5583-ME,C6301-CH,C5132-ICT,C5302-CH
E2079,C5479-IT,C7906-CSE,C5588-EC,C9670-ME,C5132-EC,C4000-EC,C8772-EC,C9225-EE,C5207-ICT,C2558-ICT
E6690,C4922-CSE,C8200-CSE,C9670-CSE,C3998-ME,C8772-EC,C9670-ME,C7198-ME,C8203-IC,C2547-EE,C5132-ICT
E2978,C3397-CSE,C5019-IT,C2921-CSE,C7151-ME,C3232-EC,C7937-EC,C6706-ME,C8405-ICT,C9356-CH,C8203-IC
E5398,C5602-IT,C5302-CSE,C3305-CSE,C8203-ME,C7343-ME,C6698-ME,C8198-EC,C5302-IC,C8198-EE,C8198-IC
E2218,C2051-IT,C8403-CSE,C9670-EC,C4953-EC,C8611-ME,C6301-ME,C1899-ME,C9225-CH,C2642-ICT,C6073-ICT
E2807,C2062-CSE,C7134-IT,C8772-IT,C6416-ME,C4083-EC,C2558-ME,C9769-ME,C2996-ICT,C2921-EE,C9225-ICT
E3880,C9557-CSE,C5602-ME,C2458-CSE,C9751-ME,C9846-ME,C8198-ME,C1961-ME,C4000-IC,C2165-CH,C5132-ICT
E4071,C3900-CSE,C4953-ME,C8203-ME,C1961-EC,C1745-EC,C6073-EC,C4070-ME,C6525-EE,C2511-EE,C7951-CH
E0853,C1674-CSE,C7466-ME,C9590-EC,C1902-EC,C8198-ME,C1902-ME,C1648-ME,C2165-ICT,C8426-IC,C9277-IC
E6368,C8405-ME,C9277-ME,C2002-ME,C9143-ME,C8203-ME,C9225-ME,C4885-EC,C4852-ICT,C1961-ICT,C9846-EE
E3028,C9670-CSE,C1899-CSE,C3305-IT,C2002-ME,C5588-ME,C9416-EC,C9896-ME,C8611-EE,C5602-ICT,C5583-IC
E0553,C4885-CSE,C4922-CSE,C7479-IT,C7071-ME,C8772-ME,C4953-ME,C5132-EC,C4885-CH,C1961-EE,C3971-EE
E4619,C8203-CSE,C7951-CSE,C5207-CSE,C4515-EC,C8203-ME,C1902-EC,C7466-EC,C4515-CH,C4953-EE,C9143-CH
E1244,C2000-IT,C1899-CSE,C5602-IT,C5848-EC,C8405-EC,C6679-EC,C2062-EC,C6792-CH,C2000-EE,C2000-ICT
E3590,C6792-ME,C6792-IT,C8813-EC,C3305-EC,C2511-ME,C5989-ME,C6792-ME,C9769-CH,C2642-EE,C7951-ICT
E6504,C2062-ME,C3305-CSE,C5588-IT,C4695-ME,C2165-EC,C2051-ME,C2458-EC,C8743-EE,C9590-ICT,C2000-EE
E1575,C5302-ME,C5049-ME,C6706-CSE,C9769-ME,C3900-EC,C6301-ME,C8403-EC,C5479-EE,C2547-EE,C3900-CH
E8340,C5049-CSE,C8203-CSE,C5302-EC,C4885-EC,C7128-ME,C4515-EC,C8772-ME,C3900-CH,C9120-EE,C2996-ICT
E9716,C5132-IT,C9038-CSE,C9080-ME,C3305-EC,C3232-EC,C7951-ME,C2996-ME,C6416-IC,C8203-ICT,C6416-EE
E9301,C1902-IT,C7466-CSE,C4953-ME,C2558-ME,C3305-ME,C7343-ME,C2002-EC,C8198-ICT,C5989-ICT,C9557-ICT
E8093,C6698-ME,C8743-ME,C7343-ME,C5583-EC,C5848-EC,C1648-ME,C9896-ME,C9896-CH,C2458-EE,C2165-CH
E9367,C1902-IT,C1899-ME,C1282-ME,C9751-EC,C6525-ME,C7466-ME,C6525-EC,C4852-IC,C2558-ICT,C4566-ICT
E4498,C5302-CSE,C9751-ME,C7198-CSE,C3998-ME,C2996-ME,C7151-EC,C2000-ME,C9080-EE,C6416-IC,C2996-CH
E3095,C3397-ME,C2547-ME,C8403-EC,C3973-ME,C8743-ME,C4953-EC,C6698-ME,C8198-ICT,C2458-ICT,C3305-EE
E5164,C2996-IT,C7071-ME,C7128-ME,C7198-ME,C5019-ME,C3973-ME,C7343-ME,C1961-EE,C2511-ICT,C6698-CH
E1941,C7128-CSE,C2511-IT,C8200-EC,C6698-ME,C3998-EC,C7937-EC,C2000-ME,C2002-CH,C5049-CH,C2642-EE
E3487,C2547-ME,C2051-ME,C2002-ME,C9670-EC,C9120-ME,C2642-ME,C3971-ME,C8611-CH,C2458-IC,C6301-CH
E1503,C9557-IT,C9080-IT,C9739-ME,C9143-EC,C4852-ME,C9277-ME,C2558-EC,C2342-EE,C4000-EE,C8200-IC
E5228,C5602-ME,C7343-CSE,C5848-ME,C2642-ME,C5602-ME,C2921-EC,C9590-ME,C3305-ICT,C4922-IC,C9416-ICT
E7709,C8426-IT,C9846-ME,C1745-EC,C7071-ME,C7951-ME,C4650-EC,C4695-ME,C2458-CH,C3998-IC,C4000-CH
E9272,C8203-IT,C9739-CSE,C2062-IT,C6525-EC,C3397-ME,C1648-ME,C9416-EC,C3973-CH,C9120-IC,C5717-ICT
E9505,C2342-IT,C2000-ME,C7466-ME,C3305-EC,C3305-ME,C3900-EC,C3305-ME,C3973-EE,C4922-ICT,C3900-IC
E8017,C6698-ME,C1282-ME,C9751-ME,C7748-EC,C2000-ME,C7151-EC,C2000-ME,C5588-CH,C7134-ICT,C9769-IC
E7956,C8405-IT,C9896-ME,C3397-CSE,C1648-EC,C9590-EC,C1902-EC,C9590-EC,C2458-IC,C2547-ICT,C4070-IC
E6247,C5479-IT,C3900-ME,C7479-EC,C4000-EC,C7466-ME,C7951-ME,C2996-ME,C8200-EE,C4515-CH,C4566-IC
E9920,C2062-IT,C8813-CSE,C6792-EC,C1902-EC,C1745-EC,C8198-ME,C7466-ME,C9416-IC,C2342-EE,C4515-ICT
E2187,C5207-IT,C7937-ME,C7951-ME,C6679-EC,C7466-EC,C9557-ME,C8203-ME,C5019-CH,C3971-EE,C9769-ICT
E4831,C3973-IT,C9896-ME,C6416-ME,C8198-ME,C4515-EC,C2002-ME,C1902-EC,C4852-EE,C7343-ICT,C9225-ICT
E4305,C3973-CSE,C1648-ME,C2165-ME,C3973-ME,C2342-EC,C2062-ME,C8743-ME,C3305-ICT,C3397-CH,C8426-IC
E4987,C2002-ME,C5532-CSE,C6706-EC,C1899-ME,C8403-EC,C7134-ME,C7906-ME,C9769-CH,C2051-ICT,C3998-ICT
E2396,C6706-IT,C9846-ME,C3799-IT,C1282-ME,C6301-ME,C8198-EC,C2547-ME,C9590-ICT,C9080-CH,C9769-EE
E7904,C7198-CSE,C1899-ME,C9038-CSE,C5132-EC,C3232-ME,C4922-ME,C5583-ME,C8611-EE,C4885-CH,C2996-IC
E6436,C7951-IT,C6301-CSE,C6525-EC,C8743-ME,C8198-EC,C6525-ME,C1282-ME,C7479-EE,C2342-EE,C7937-EE
E4983,C5049-IT,C2000-CSE,C5019-EC,C5207-EC,C8743-ME,C4515-EC,C9557-ME,C5724-EE,C5532-EE,C3799-ICT
E6379,C1674-CSE,C2051-ME,C3232-ME,C6525-ME,C7198-ME,C8405-ME,C7906-ME,C9416-IC,C8203-CH,C4852-CH
E5188,C6698-IT,C2165-ME,C4922-ME,C7071-ME,C9038-EC,C3973-ME,C2062-EC,C9143-ICT,C5532-CH,C2996-IC
E5763,C7479-IT,C7151-CSE,C7128-ME,C3971-ME,C9769-EC,C5848-ME,C7937-EC,C5583-IC,C5989-EE,C8405-ICT
E7452,C7134-CSE,C5588-ME,C9590-CSE,C8426-EC,C9751-EC,C7128-EC,C9080-ME,C5989-ICT,C7343-CH,C4953-EE
E6376,C5207-CSE,C1282-ME,C9557-ME,C4885-EC,C6073-EC,C3305-ME,C3232-ME,C9356-CH,C5302-ICT,C3305-IC
E0962,C7937-ME,C4953-ME,C7479-EC,C6792-ME,C5848-ME,C8198-ME,C4083-ME,C3799-CH,C9670-IC,C5132-ICT
E9967,C9225-IT,C7198-IT,C3971-ME,C6073-ME,C4070-EC,C9769-EC,C9557-ME,C9277-IC,C4070-ICT,C3397-IC
E5269,C7198-IT,C5717-CSE,C7937-CSE,C4953-EC,C7466-ME,C5583-ME,C1899-EC,C4922-ICT,C8426-EE,C9670-CH
E9184,C7937-ME,C1899-CSE,C4566-CSE,C4650-EC,C6792-ME,C9038-EC,C4515-EC,C3305-IC,C4852-ICT,C3973-IC
E8541,C6679-IT,C5588-CSE,C7479-ME,C3305-EC,C3973-ME,C5302-ME,C8426-ME,C6706-EE,C5588-CH,C4566-IC
E3630,C3397-ME,C8405-ME,C2062-CSE,C5989-ME,C8743-ME,C1961-EC,C8405-EC,C9846-IC,C4852-ICT,C9277-CH
E0915,C8426-IT,C7071-IT,C2000-CSE,C7343-EC,C3397-EC,C6706-EC,C5848-EC,C9143-CH,C6525-CH,C7951-EE
E1198,C9143-CSE,C8743-IT,C4650-ME,C6073-ME,C5049-ME,C2558-ME,C5583-EC,C3900-CH,C2002-CH,C6525-EE
E0311,C8403-IT,C9739-ME,C5717-CSE,C3397-EC,C9080-ME,C4650-EC,C4922-ME,C7951-CH,C9769-EE,C3900-ICT
E4946,C2051-CSE,C3232-ME,C9143-EC,C7748-ME,C2642-ME,C7134-ME,C1745-EC,C1745-ICT,C7466-ICT,C9670-CH
E5758,C9080-IT,C1745-ME,C6679-EC,C6073-EC,C5132-EC,C4695-ME,C9143-ME,C9896-ICT,C9739-ICT,C4852-CH
E1410,C5848-ME,C4922-ME,C2458-EC,C8403-EC,C3397-EC,C8426-EC,C9590-EC,C6792-EE,C9120-IC,C4953-CH
E0551,C8203-ME,C5532-CSE,C4953-CSE,C7151-ME,C9670-ME,C7343-EC,C6073-EC,C9590-IC,C5989-ICT,C2342-ICT
E0247,C1648-IT,C6301-CSE,C6073-ME,C1902-ME,C8200-ME,C6679-ME,C3900-EC,C5724-EE,C6301-EE,C2051-EE
E7757,C6706-IT,C2000-IT,C6679-ME,C9080-ME,C7906-ME,C8405-EC,C3232-EC,C2062-EE,C8203-EE,C1648-EE
E7863,C7906-CSE,C8426-IT,C4070-ME,C9080-ME,C4885-EC,C2002-ME,C6073-EC,C9896-EE,C5207-EE,C9225-IC
E9749,C8403-CSE,C6073-ME,C9225-ME,C8203-EC,C6792-EC,C2165-EC,C8743-EC,C1648-ICT,C6792-CH,C7151-ICT
E6518,C8611-IT,C4953-CSE,C5848-EC,C4695-ME,C8405-EC,C9846-ME,C9356-ME,C7748-ICT,C2547-EE,C8198-CH
E3909,C5049-CSE,C4566-ME,C6679-IT,C8813-EC,C3998-ME,C2051-ME,C5019-EC,C1648-ICT,C5049-CH,C4070-IC
E6631,C1674-CSE,C4953-ME,C4885-IT,C5848-ME,C9225-ME,C4922-ME,C2062-ME,C4566-IC,C2051-ICT,C5588-ICT
E6163,C4083-ME,C5019-IT,C2051-ME,C5989-ME,C7748-EC,C2165-ME,C9769-EC,C8198-IC,C2996-EE,C4515-CH
E8703,C3900-CSE,C4083-ME,C9356-CSE,C3900-EC,C5207-ME,C7906-ME,C8405-ME,C1902-IC,C8405-EE,C1674-ICT
E3797,C5019-IT,C3900-ME,C7906-ME,C2002-EC,C9416-EC,C8405-ME,C8403-EC,C9225-EE,C6416-EE,C3973-IC
E4461,C4922-ME,C2062-IT,C7951-CSE,C3799-EC,C8426-EC,C4070-EC,C9896-ME,C5019-EE,C1902-ICT,C5602-EE
E0241,C7071-ME,C8743-CSE,C5588-CSE,C8403-EC,C8772-ME,C9143-ME,C5207-ME,C4650-ICT,C8813-ICT,C6792-ICT
E1601,C8403-IT,C7128-IT,C5132-EC,C2342-ME,C7071-ME,C8198-EC,C7151-ME,C8198-CH,C3397-EE,C9739-IC
E8771,C3397-CSE,C5989-ME,C4695-ME,C2558-ME,C6301-ME,C5989-ME,C8200-EC,C6792-CH,C9769-IC,C4000-ICT
E8307,C2062-CSE,C4922-IT,C8611-IT,C5602-ME,C1899-EC,C2062-EC,C9277-EC,C2062-EE,C5019-CH,C9769-EE
E3421,C5989-ME,C4953-ME,C7128-IT,C9557-ME,C5132-EC,C2002-ME,C8772-ME,C9080-IC,C4650-EE,C5132-EE
E8225,C7343-ME,C6525-IT,C5848-IT,C3305-EC,C7466-EC,C9769-ME,C2062-ME,C2002-CH,C9896-ICT,C6706-EE
E4733,C3799-CSE,C7951-CSE,C3998-CSE,C8426-EC,C1899-EC,C2511-ME,C4695-ME,C4953-EE,C6706-EE,C1899-IC
E3288,C8772-IT,C8772-ME,C9896-ME,C8200-ME,C3900-ME,C1899-ME,C4953-ME,C2511-IC,C1899-EE,C2000-EE
E4664,C7937-ME,C2547-ME,C4515-EC,C6706-ME,C6073-EC,C5302-ME,C4922-EC,C2000-CH,C5724-EE,C5019-ICT
E3173,C5049-IT,C2996-ME,C2511-EC,C7937-EC,C5848-EC,C3305-ME,C8203-ME,C4650-EE,C9670-IC,C2051-IC
E3864,C8743-CSE,C3305-CSE,C4953-ME,C9416-EC,C7128-EC,C6301-ME,C9416-ME,C7466-IC,C9896-CH,C7134-CH
E6337,C9277-CSE,C8403-CSE,C9225-ME,C9120-ME,C1961-EC,C6706-EC,C2642-EC,C9670-IC,C2996-IC,C6416-EE
E9704,C7198-IT,C8203-IT,C4695-CSE,C7071-ME,C8426-ME,C2002-EC,C5583-ME,C6301-EE,C4083-ICT,C5049-CH
E5265,C3900-CSE,C3973-ME,C7937-CSE,C7479-EC,C9277-ME,C3397-EC,C8611-ME,C9277-IC,C9769-ICT,C5717-IC
E7818,C9416-CSE,C2458-IT,C6525-ME,C7343-ME,C8611-ME,C7071-ME,C9080-EC,C8198-CH,C6525-EE,C9557-EE
E3295,C3971-ME,C1961-ME,C2062-CSE,C7906-ME,C8198-ME,C5583-ME,C2996-ME,C5019-IC,C5989-IC,C5019-IC
E0040,C5302-CSE,C5049-CSE,C9277-IT,C9846-ME,C9080-EC,C2996-ME,C5583-ME,C9739-EE,C1961-CH,C1961-EE
E7568,C2996-CSE,C2921-ME,C2062-EC,C9080-ME,C4650-EC,C9277-ME,C2165-ME,C7128-EE,C2921-IC,C8200-IC
E9631,C2642-IT,C7071-ME,C5989-ME,C8611-ME,C1902-EC,C2342-EC,C3305-EC,C8813-ICT,C4650-EE,C8813-EE
E5789,C2342-IT,C2165-CSE,C8772-CSE,C8203-EC,C2000-ME,C4083-ME,C7198-ME,C8403-CH,C5302-CH,C8426-ICT
E8987,C4695-ME,C5588-ME,C9896-ME,C2342-EC,C3973-ME,C9590-EC,C4953-EC,C5724-ICT,C8200-ICT,C8611-EE
E5723,C8203-ME,C7134-IT,C8813-EC,C5583-ME,C3305-ME,C9080-ME,C9416-EC,C6416-EE,C3305-IC,C4000-ICT
E7755,C9143-CSE,C9769-CSE,C5588-CSE,C3397-EC,C6301-ME,C9416-ME,C2458-EC,C9038-CH,C2642-ICT,C9896-ICT
E3141,C8198-ME,C7748-CSE,C8405-EC,C6792-ME,C2051-EC,C4566-ME,C9739-ME,C9120-CH,C8198-EE,C2458-CH
E5191,C5989-CSE,C7128-ME,C8203-ME,C9739-ME,C9590-EC,C7343-EC,C6416-ME,C5989-EE,C9769-CH,C4083-ICT
E1326,C4000-IT,C6679-IT,C9590-EC,C9590-ME,C3971-EC,C4922-ME,C4650-EC,C9416-IC,C8200-IC,C8405-IC
E8734,C7198-ME,C6301-ME,C2996-CSE,C8813-EC,C2558-ME,C2996-ME,C3799-EC,C7906-CH,C3900-CH,C4000-ICT
E5300,C3973-ME,C3232-CSE,C7071-ME,C3900-EC,C7466-EC,C4953-EC,C5532-ME,C8743-ICT,C3799-ICT,C5479-ICT
E4898,C8426-IT,C8743-ME,C4852-ME,C2002-ME,C2051-EC,C4695-ME,C9416-EC,C7134-ICT,C4885-ICT,C9670-ICT
E4885,C7906-CSE,C9590-CSE,C7906-ME,C2000-ME,C3305-ME,C4852-ME,C2996-ME,C5588-ICT,C2642-CH,C4515-EE
E8486,C2558-ME,C7198-ME,C2051-CSE,C2558-EC,C2996-EC,C6679-ME,C9846-ME,C4070-CH,C9670-ICT,C2051-ICT
E7252,C7151-CSE,C2996-IT,C9769-CSE,C4953-EC,C5049-ME,C2002-ME,C7198-ME,C5588-CH,C4922-EE,C6706-EE
E6605,C8772-IT,C7466-CSE,C9557-ME,C9143-EC,C4083-EC,C9751-EC,C5989-ME,C8426-CH,C8743-CH,C8203-CH
E7850,C7134-ME,C2002-IT,C7198-ME,C6792-EC,C2165-ME,C6525-ME,C1902-ME,C2342-EE,C9080-IC,C6416-EE
E7790,C9896-IT,C1648-ME,C2062-IT,C5302-ME,C7937-EC,C4695-ME,C5588-EC,C4000-ICT,C1899-CH,C3397-EE
E5431,C6073-ME,C9416-ME,C4000-IT,C8772-ME,C2002-EC,C2000-ME,C8203-EC,C5302-IC,C1648-CH,C2996-CH
E0798,C1899-CSE,C8743-ME,C9769-ME,C7906-ME,C4922-EC,C7198-ME,C6698-ME,C9739-ICT,C3305-EE,C5049-ICT
E0902,C1961-ME,C2062-ME,C9277-CSE,C6698-ME,C6416-ME,C1902-EC,C2558-EC,C2996-CH,C5049-IC,C9670-EE
E7541,C4515-IT,C9416-ME,C9356-ME,C5049-ME,C9143-EC,C1899-EC,C3971-ME,C3900-CH,C4852-IC,C3973-IC
E2137,C9739-ME,C5207-CSE,C1899-ME,C1745-ME,C9751-EC,C8403-EC,C4566-ME,C2558-IC,C7937-IC,C5479-ICT
E4783,C9590-ME,C5207-IT,C2002-CSE,C8203-ME,C1648-EC,C3305-EC,C9277-ME,C4070-IC,C5989-EE,C6301-ICT
E2195,C2547-ME,C8200-ME,C4000-IT,C7134-ME,C7134-ME,C7906-ME,C5207-ME,C5724-ICT,C7466-CH,C1961-ICT
E2166,C9751-IT,C4852-CSE,C7071-CSE,C7343-EC,C1648-ME,C7748-EC,C4000-EC,C8772-IC,C4515-ICT,C7134-IC
E0056,C5132-IT,C1899-ME,C7071-ME,C9769-EC,C1902-ME,C8426-EC,C7466-EC,C7128-CH,C4515-CH,C4515-CH
E0596,C9277-CSE,C2921-ME,C3971-CSE,C3973-ME,C9143-EC,C5583-EC,C7748-ME,C8813-EE,C9846-ICT,C5302-IC
E1356,C6073-ME,C8198-CSE,C4953-ME,C9590-ME,C3998-EC,C4953-EC,C9739-ME,C5207-ICT,C6792-IC,C8203-EE
E4043,C7466-ME,C1899-CSE,C2921-CSE,C6301-ME,C2921-EC,C2051-ME,C7198-ME,C7951-CH,C7151-ICT,C8813-IC
E8571,C3900-ME,C6706-IT,C2165-IT,C2511-EC,C8405-EC,C6706-ME,C1745-EC,C3799-CH,C2547-EE,C5479-EE
E7842,C2996-CSE,C3973-ME,C4083-IT,C5848-EC,C1961-EC,C7748-ME,C2921-ME,C5207-ICT,C9143-CH,C3900-ICT
E4545,C8852-CSE,C9038-CSE,C4695-ME,C2051-ME,C1745-EC,C4000-EC,C5588-EC,C9670-ICT,C2051-IC,C4515-IC
E6881,C7343-IT,C7134-IT,C2996-ME,C3900-ME,C1961-ME,C5019-ME,C5207-ME,C9670-IC,C1899-EE,C4566-IC
E6985,C7071-CSE,C2062-IT,C8426-IT,C9557-ME,C8743-ME,C6416-ME,C5019-EC,C2547-CH,C8852-CH,C8743-ICT
E8592,C6301-IT,C5479-CSE,C4083-ME,C9225-ME,C4515-EC,C4922-ME,C8198-ME,C9751-ICT,C9356-EE,C1282-CH
E9566,C8203-CSE,C8611-ME,C2062-ME,C9590-ME,C9846-ME,C2165-ME,C7151-ME,C9080-ICT,C3305-IC,C9557-EE
E3993,C1961-ME,C2458-CSE,C4852-ME,C5132-EC,C4070-EC,C3971-ME,C1745-ME,C8852-CH,C9670-IC,C7071-CH
E7592,C3971-IT,C4695-ME,C6525-ME,C9277-ME,C7748-ME,C8772-ME,C7748-ME,C5717-CH,C9896-IC,C7134-IC
E3653,C2547-ME,C7071-IT,C5302-CSE,C7151-EC,C3305-EC,C7748-EC,C3900-ME,C5583-IC,C7937-EE,C2996-CH
E7464,C2000-IT,C1899-ME,C4000-EC,C2002-EC,C7937-EC,C2558-ME,C9590-EC,C5989-IC,C2051-EE,C9590-IC
E1615,C8405-CSE,C9670-ME,C3232-EC,C5588-ME,C1648-EC,C8743-EC,C7198-ME,C6698-EE,C4515-CH,C9080-ICT
E5063,C4000-IT,C6301-IT,C8772-ME,C3900-ME,C9416-ME,C4083-EC,C1899-EC,C8813-EE,C2642-ICT,C8426-IC
E8819,C5602-IT,C4852-IT,C4852-ME,C8203-ME,C6679-ME,C5989-ME,C9896-ME,C4515-CH,C3971-EE,C6073-ICT
E1648,C7479-ME,C7198-IT,C7128-IT,C5989-EC,C3232-ME,C2002-ME,C3397-ME,C9120-CH,C1899-CH,C8198-CH
E3853,C7343-ME,C7128-ME,C8403-EC,C2547-ME,C6301-ME,C9416-ME,C4922-EC,C5583-EE,C9277-CH,C3397-EE
E9851,C7748-CSE,C3900-CSE,C9416-CSE,C9080-ME,C4885-EC,C2558-ME,C5989-ME,C1745-ICT,C9416-EE,C9846-EE
E0580,C2000-IT,C5479-IT,C9225-ME,C9751-ME,C3900-EC,C2642-EC,C2062-EC,C9670-CH,C2511-IC,C2558-EE
E1947,C3305-IT,C9038-CSE,C5132-IT,C7343-EC,C3305-ME,C7128-ME,C7134-ME,C9143-CH,C7343-ICT,C8426-IC
E5457,C5989-ME,C2165-CSE,C4852-ME,C9080-EC,C5989-ME,C1648-EC,C3305-ME,C3232-CH,C8200-CH,C3397-IC
E9235,C2921-ME,C4566-CSE,C2511-EC,C5019-ME,C3397-EC,C5302-EC,C8772-ME,C4953-CH,C4852-IC,C1648-EE
E1613,C3973-ME,C8772-IT,C5989-IT,C7466-ME,C3305-ME,C2165-ME,C1902-ME,C2458-ICT,C7937-IC,C4695-CH
E6709,C9846-IT,C3998-CSE,C8198-ME,C6525-EC,C6706-ME,C9356-ME,C9670-ME,C3998-EE,C6073-IC,C7134-ICT
E8012,C2000-IT,C6525-IT,C6416-ME,C1648-ME,C9769-EC,C4953-ME,C4885-EC,C3799-CH,C3973-EE,C8198-IC
E3413,C2051-ME,C1745-ME,C8405-EC,C8743-EC,C4650-ME,C9120-ME,C6706-EC,C6073-ICT,C4515-IC,C2547-CH
E6409,C5207-ME,C9080-IT,C6416-CSE,C1745-ME,C8200-EC,C6679-EC,C4515-EC,C9739-EE,C7466-ICT,C5479-EE
E9088,C9896-CSE,C2996-CSE,C3397-CSE,C8813-EC,C9416-EC,C9670-ME,C5602-EC,C6073-ICT,C4566-ICT,C4515-EE
E3368,C2996-ME,C6416-ME,C2342-ME,C9038-EC,C6679-EC,C3900-ME,C1745-ME,C9739-IC,C6698-CH,C5019-ICT
E7396,C1961-ME,C5532-CSE,C9416-ME,C9143-ME,C5132-EC,C7748-ME,C8813-EC,C5532-ICT,C6706-IC,C5583-IC
E8737,C7343-CSE,C2000-CSE,C5717-CSE,C4922-EC,C5588-ME,C9416-EC,C7151-EC,C7466-CH,C2051-ICT,C7951-EE
