Enrollmentno,sub1,sub2,sub3,sub4,sub5,Total,Rank
E1051,90,88,85,60,83,406,774
E7703,90,54,83,81,98,406,775
E9132,99,93,82,53,79,406,776
E1854,85,82,86,69,84,406,777
E7248,91,70,90,99,56,406,778
E1131,87,98,70,62,89,406,779
E3181,40,94,85,92,95,406,780
E0579,73,95,82,87,69,406,781
E5951,88,98,61,69,90,406,782
E6380,42,89,98,87,90,406,783
E3587,72,69,95,97,73,406,784
E7394,59,78,95,98,76,406,785
E2139,95,87,67,79,78,406,786
E8910,89,42,86,92,97,406,787
E5988,97,48,98,78,85,406,788
E3266,82,100,98,81,45,406,789
E2589,77,92,87,57,93,406,790
E9567,99,92,64,95,56,406,791
E4176,100,74,51,97,84,406,792
E2119,92,48,94,80,92,406,793
E7181,100,57,75,95,79,406,794
E1062,98,81,62,70,95,406,795
E5216,95,100,57,70,84,406,796
E8788,95,62,90,90,69,406,797
E8172,89,83,90,44,100,406,798
E7400,66,83,90,82,85,406,799
E9931,80,96,57,98,75,406,800
E3117,89,95,65,62,95,406,801
E2452,79,99,81,49,98,406,802
E4408,90,69,93,94,60,406,803
E3425,62,81,76,91,96,406,804
E1602,83,71,85,69,98,406,805
E7919,65,96,69,89,86,405,806
E0427,68,53,97,87,100,405,807
E6235,74,83,98,95,55,405,808
E9806,95,80,53,96,81,405,809
E8613,72,82,83,94,74,405,810
E7081,89,94,79,87,56,405,811
E1749,99,61,80,76,89,405,812
E8024,75,97,94,95,44,405,813
E6756,56,77,88,94,90,405,814
E8533,82,72,63,91,97,405,815
E0973,89,78,94,51,93,405,816
E6619,82,63,84,86,90,405,817
E8355,93,56,76,84,96,405,818
E9469,70,67,95,79,94,405,819
E3832,94,73,95,45,98,405,820
E2911,77,53,78,98,99,405,821
E2510,66,100,77,73,89,405,822
E3917,87,58,96,87,77,405,823
E7341,90,92,44,85,94,405,824
E2095,55,82,88,89,91,405,825
E4549,100,80,91,72,62,405,826
E3560,94,87,94,82,48,405,827
E7263,91,80,89,50,95,405,828
E9228,74,94,68,72,97,405,829
E1172,94,79,85,58,89,405,830
E0950,73,80,99,69,84,405,831
E2161,90,72,59,85,99,405,832
E4676,89,92,89,58,77,405,833
E8477,91,75,56,86,97,405,834
E2954,42,94,88,83,98,405,835
E6993,100,73,83,66,83,405,836
E4562,79,87,71,97,71,405,837
E2016,86,89,49,90,91,405,838
E5824,87,68,86,64,100,405,839
E5045,96,94,67,54,94,405,840
E6833,89,64,90,62,100,405,841
E7519,82,91,67,73,92,405,842
E4709,77,91,83,90,64,405,843
E5901,89,42,92,85,97,405,844
E0148,93,87,42,86,97,405,845
E0265,94,91,99,48,73,405,846
E1609,59,99,96,70,81,405,847
E6015,83,98,97,43,84,405,848
E7921,68,65,92,98,82,405,849
E5846,66,62,85,93,99,405,850
E4087,83,87,64,82,89,405,851
E0672,100,76,89,99,41,405,852
E3844,96,84,84,61,80,405,853
E1697,84,100,50,83,88,405,854
E2507,86,89,99,85,46,405,855
E4490,71,45,99,94,95,404,856
E6049,85,99,98,77,45,404,857
E3123,96,57,72,80,99,404,858
E4020,80,79,69,94,82,404,859
E1984,89,82,65,96,72,404,860
E8334,82,93,95,48,86,404,861
E4992,91,64,100,72,77,404,862
E6115,89,68,66,90,91,404,863
E2127,94,92,98,56,64,404,864
E8675,96,83,95,58,72,404,865
E9243,75,98,43,89,99,404,866
E5529,100,76,88,82,58,404,867
E9479,97,86,65,86,70,404,868
E3668,82,100,47,76,99,404,869
E1529,58,95,92,89,70,404,870
E2181,87,89,91,40,97,404,871
E9550,67,88,75,96,78,404,872
E1007,98,79,87,58,82,404,873
E9412,95,78,96,80,55,404,874
E7989,76,69,92,75,92,404,875
E5240,97,43,88,77,99,404,876
E6123,92,74,64,86,88,404,877
E8107,54,90,100,90,70,404,878
E8986,99,71,98,70,66,404,879
E2080,55,86,88,96,79,404,880
E9858,85,85,77,75,82,404,881
E5565,98,78,69,80,79,404,882
E8659,97,66,96,56,89,404,883
E7949,74,79,94,68,89,404,884
E7170,97,46,98,97,66,404,885
E5209,98,75,94,76,61,404,886
E4054,97,98,87,60,62,404,887
E0591,81,91,92,49,91,404,888
E9585,62,96,73,100,73,404,889
E1582,92,74,72,76,90,404,890
E8223,60,92,92,67,93,404,891
E8663,93,89,71,99,52,404,892
E2226,98,87,89,60,70,404,893
E2730,97,48,60,99,100,404,894
E3397,64,91,98,82,69,404,895
E1629,79,90,58,96,81,404,896
E5956,65,92,84,93,70,404,897
E0361,99,83,70,77,75,404,898
E7626,97,92,64,56,95,404,899
E0993,95,75,98,60,76,404,900
E1226,90,68,92,70,84,404,901
E5697,62,94,85,71,91,403,902
E6043,85,60,100,92,66,403,903
E4078,49,97,91,86,80,403,904
E3520,81,58,85,86,93,403,905
E1460,77,91,67,86,82,403,906
E6883,98,80,95,73,57,403,907
E2178,89,80,55,86,93,403,908
E2109,98,96,77,43,89,403,909
E0930,61,71,95,97,79,403,910
E7412,97,74,99,59,74,403,911
E8700,65,96,82,62,98,403,912
E3800,96,42,90,100,75,403,913
E8448,52,84,88,95,84,403,914
E3294,84,80,80,60,99,403,915
E1812,81,75,80,71,96,403,916
E0996,74,88,93,87,61,403,917
E2654,68,89,81,77,88,403,918
E3402,85,48,85,86,99,403,919
E9895,63,96,82,71,91,403,920
E1113,92,45,91,76,99,403,921
E7834,93,63,90,96,61,403,922
E6223,90,60,92,71,90,403,923
E8209,96,53,94,74,86,403,924
E6666,95,74,68,94,72,403,925
E9403,48,92,97,83,83,403,926
E2333,81,49,82,92,99,403,927
E4496,86,93,57,86,81,403,928
E1705,90,56,74,95,88,403,929
E4788,94,70,96,69,74,403,930
E8295,83,50,98,78,94,403,931
E9612,70,84,81,68,100,403,932
E6012,51,72,95,98,87,403,933
E0415,56,77,95,76,99,403,934
E7204,93,79,57,98,76,403,935
E3393,79,91,67,78,88,403,936
E1358,77,82,63,94,87,403,937
E6361,58,88,95,68,94,403,938
E3818,69,72,88,76,98,403,939
E6593,98,90,59,57,99,403,940
E7843,88,75,85,94,61,403,941
E3109,78,89,99,71,66,403,942
E1994,78,68,86,86,85,403,943
E2708,97,100,98,57,51,403,944
E4700,50,92,76,91,94,403,945
E2280,77,95,95,88,48,403,946
E8399,87,79,70,72,94,402,947
E3254,67,100,77,64,94,402,948
E0938,72,89,84,77,80,402,949
E8799,90,78,62,90,82,402,950
E6483,95,89,63,85,70,402,951
E6465,89,58,85,98,72,402,952
E9935,98,100,60,71,73,402,953
E4355,91,64,80,98,69,402,954
E3760,59,85,80,99,79,402,955
E8575,89,41,85,94,93,402,956
E1317,51,100,75,77,99,402,957
E7508,76,61,87,78,100,402,958
E5049,47,85,82,99,89,402,959
E0353,100,47,99,83,73,402,960
E5819,84,95,79,49,95,402,961
E7177,98,57,61,92,94,402,962
E8060,95,79,76,89,63,402,963
E9510,64,84,87,87,80,402,964
E5747,86,73,77,86,80,402,965
E5047,73,97,86,74,72,402,966
E9923,47,93,98,78,86,402,967
E0318,75,99,81,59,88,402,968
E4950,92,83,56,72,99,402,969
E6847,86,90,79,54,93,402,970
E1628,70,77,84,71,100,402,971
E4302,81,54,93,75,99,402,972
E8763,42,98,87,86,89,402,973
E3715,88,92,70,80,72,402,974
E2445,98,99,60,61,84,402,975
E1875,76,97,79,53,97,402,976
E5126,82,94,76,97,53,402,977
E6936,68,91,93,95,55,402,978
E9282,100,98,45,92,67,402,979
E8991,63,87,88,86,78,402,980
E0535,67,60,99,93,83,402,981
E7228,90,44,100,74,94,402,982
E8847,77,93,76,63,93,402,983
E2417,78,97,78,92,57,402,984
E9482,57,92,97,81,75,402,985
E4995,87,97,84,43,91,402,986
E3206,91,69,90,87,64,401,987
E4862,88,97,81,73,62,401,988
E9454,59,97,90,78,77,401,989
E8286,89,72,87,54,99,401,990
E1822,95,92,57,80,77,401,991
E9879,77,88,85,96,55,401,992
E3054,100,52,86,78,85,401,993
E4339,80,88,46,89,98,401,994
E4006,92,69,69,81,90,401,995
E1909,100,59,81,93,68,401,996
E3488,85,82,78,65,91,401,997
E3281,86,91,72,60,92,401,998
E9732,88,97,73,48,95,401,999
E0890,89,54,73,98,87,401,1000
E6765,100,74,89,49,89,401,1001
E8982,96,82,82,95,46,401,1002
E7704,87,97,80,92,45,401,1003
E2475,40,100,77,99,85,401,1004
E1044,68,98,72,70,93,401,1005
E3787,52,98,96,98,57,401,1006
E0664,92,79,100,64,66,401,1007
E5629,47,88,86,100,80,401,1008
E8543,98,91,68,50,94,401,1009
E9606,91,88,56,98,68,401,1010
E8404,83,65,98,63,92,401,1011
E1251,89,92,90,76,54,401,1012
E0734,97,96,53,83,72,401,1013
E7546,99,68,65,84,85,401,1014
E4187,59,68,95,96,83,401,1015
E3793,78,87,59,81,96,401,1016
E3538,45,97,91,68,100,401,1017
E9038,91,77,84,60,89,401,1018
E1666,75,95,71,60,100,401,1019
E3921,90,89,78,50,94,401,1020
E7002,87,66,97,92,59,401,1021
E7185,57,86,94,68,96,401,1022
E6751,50,80,84,92,95,401,1023
E8133,96,51,94,84,76,401,1024
E1521,49,98,77,99,78,401,1025
E9676,92,100,92,53,64,401,1026
E4675,96,44,85,98,77,400,1027
E5744,51,89,80,83,97,400,1028
E3495,89,72,63,84,92,400,1029
E8567,66,95,74,95,70,400,1030
E9361,72,98,94,81,55,400,1031
E7238,52,92,78,86,92,400,1032
E8402,94,89,67,84,66,400,1033
E5541,84,49,94,73,100,400,1034
E5002,98,73,74,63,92,400,1035
E6799,91,98,72,50,89,400,1036
E8706,99,53,94,59,95,400,1037
E4312,77,97,86,59,81,400,1038
E6283,70,97,53,91,89,400,1039
E9708,62,95,78,74,91,400,1040
E9735,60,84,77,80,99,400,1041
E7092,97,73,78,66,86,400,1042
E5826,82,86,73,68,91,400,1043
E5140,93,57,70,82,98,400,1044
E8510,49,84,97,95,75,400,1045
E9984,82,49,95,87,87,400,1046
E2124,98,97,76,85,44,400,1047
E0077,80,100,84,81,55,400,1048
E7852,78,95,80,89,58,400,1049
E0534,49,91,91,71,98,400,1050
E2860,59,99,99,71,72,400,1051
E5949,59,75,92,80,94,400,1052
E1250,81,96,79,70,74,400,1053
E7276,94,67,67,83,89,400,1054
E2876,96,47,96,83,78,400,1055
E9524,85,87,98,44,86,400,1056
E6466,57,84,60,99,100,400,1057
E5680,68,80,93,82,77,400,1058
E3161,97,88,55,91,69,400,1059
E9144,55,73,79,94,99,400,1060
E4814,78,82,70,87,83,400,1061
E4913,99,86,92,67,56,400,1062
E1793,81,65,74,80,100,400,1063
E9001,66,75,85,82,92,400,1064
E0610,91,75,86,77,71,400,1065
E4329,56,60,96,90,98,400,1066
E4035,96,96,64,59,85,400,1067
E8048,100,96,61,80,63,400,1068
E7710,80,98,81,51,90,400,1069
E9940,66,63,85,95,91,400,1070
E0050,97,52,86,85,79,399,1071
E5614,93,77,97,76,56,399,1072
E8087,88,95,79,65,72,399,1073
E1430,92,57,57,93,100,399,1074
E0296,86,85,89,66,73,399,1075
E1879,71,80,81,87,80,399,1076
E8035,93,70,55,100,81,399,1077
E5725,45,88,100,96,70,399,1078
E2245,96,72,76,82,73,399,1079
E3948,92,86,98,52,71,399,1080
E2317,100,91,54,62,92,399,1081
E5818,87,98,62,67,85,399,1082
E6473,72,98,98,46,85,399,1083
E7983,82,85,82,57,93,399,1084
E7536,61,85,89,72,92,399,1085
E5301,95,55,78,86,85,399,1086
E1117,94,53,94,69,89,399,1087
E4559,42,92,100,70,95,399,1088
E1214,45,83,96,82,93,399,1089
E7197,89,99,42,94,75,399,1090
E9370,97,74,90,77,61,399,1091
E0972,93,86,73,67,80,399,1092
E6544,63,89,94,78,75,399,1093
E3625,79,79,91,84,66,399,1094
E4805,84,86,85,93,51,399,1095
E7565,93,94,46,89,77,399,1096
E7540,69,83,78,85,84,399,1097
E5564,71,74,59,98,97,399,1098
E8101,79,50,91,79,100,399,1099
E1429,97,74,97,41,90,399,1100
E8891,97,58,62,93,89,399,1101
E8001,96,96,62,54,91,399,1102
E2252,84,99,63,75,78,399,1103
E7695,93,59,68,82,97,399,1104
E9153,77,80,79,86,77,399,1105
E1368,89,88,75,98,49,399,1106
E6886,62,97,94,88,58,399,1107
E1157,72,76,53,98,100,399,1108
E2895,79,90,82,66,82,399,1109
E1194,48,94,81,79,97,399,1110
E6475,82,99,91,58,69,399,1111
E7858,95,60,90,91,63,399,1112
E7622,99,87,86,70,57,399,1113
E0032,91,79,64,78,86,398,1114
E9860,69,66,69,98,96,398,1115
E4713,76,83,73,88,78,398,1116
E4326,91,77,92,70,68,398,1117
E7389,81,80,97,66,74,398,1118
E9415,93,77,99,79,50,398,1119
E3424,98,97,76,73,54,398,1120
E5703,99,87,95,49,68,398,1121
E3019,74,89,90,100,45,398,1122
E7163,87,71,91,89,60,398,1123
E6423,58,97,91,63,89,398,1124
E4785,62,97,100,49,90,398,1125
E9069,89,97,89,64,59,398,1126
E3848,83,70,72,90,83,398,1127
E3999,83,69,99,74,73,398,1128
E2712,94,75,85,85,59,398,1129
E4301,92,64,86,61,95,398,1130
E2185,85,89,44,87,93,398,1131
E9796,82,90,57,72,97,398,1132
E2572,56,72,80,94,96,398,1133
E7814,62,89,92,59,96,398,1134
E8880,75,76,56,98,93,398,1135
E3768,61,53,98,100,86,398,1136
E6038,72,82,94,75,75,398,1137
E3018,96,74,83,85,60,398,1138
E5619,100,86,75,49,88,398,1139
E9179,88,49,100,72,89,398,1140
E9324,91,81,91,90,45,398,1141
E5391,54,94,79,99,72,398,1142
E3584,80,92,52,80,94,398,1143
E2629,44,89,100,79,86,398,1144
E2503,69,96,91,56,86,398,1145
E3786,90,97,62,100,49,398,1146
E4291,59,100,90,87,62,398,1147
E8641,98,90,52,94,64,398,1148
E1781,86,91,57,96,68,398,1149
E5438,53,90,79,89,87,398,1150
E8268,90,82,90,89,46,397,1151
E0276,59,87,87,87,77,397,1152
E7304,72,77,84,91,73,397,1153
E0310,80,59,91,78,89,397,1154
E8958,81,90,67,80,79,397,1155
E2232,68,93,86,70,80,397,1156
E2130,78,67,98,88,66,397,1157
E7119,94,90,72,62,79,397,1158
E6901,98,88,94,44,73,397,1159
E5213,96,68,88,89,56,397,1160
E6114,68,63,86,99,81,397,1161
E1510,63,56,80,98,100,397,1162
E4075,94,79,92,58,74,397,1163
E9052,92,83,52,97,73,397,1164
E8774,73,82,69,96,77,397,1165
E5992,94,54,91,84,74,397,1166
E3331,69,83,69,88,88,397,1167
E0172,97,83,78,79,60,397,1168
E2921,100,96,85,66,50,397,1169
E1027,76,93,71,70,87,397,1170
E7427,89,100,69,71,68,397,1171
E5802,73,94,48,98,84,397,1172
E8296,82,82,98,40,95,397,1173
E4653,97,52,78,100,70,397,1174
E0116,86,46,96,84,85,397,1175
E7112,87,49,98,77,86,397,1176
E6480,73,65,84,99,76,397,1177
E8143,49,89,81,79,99,397,1178
E9659,48,90,80,84,95,397,1179
E5411,75,64,93,96,69,397,1180
E6171,97,89,81,65,65,397,1181
E7838,82,91,93,89,42,397,1182
E0062,83,94,99,61,60,397,1183
E7346,82,57,91,92,75,397,1184
E8965,91,85,88,40,93,397,1185
E2819,88,83,76,63,87,397,1186
E2379,94,79,55,84,85,397,1187
E2400,76,91,99,78,53,397,1188
E6233,96,80,88,49,84,397,1189
E1218,58,89,64,96,90,397,1190
E4188,79,96,89,78,55,397,1191
E4736,100,77,97,55,68,397,1192
E7747,65,47,99,89,97,397,1193
E3100,74,89,89,87,58,397,1194
E6238,86,66,79,80,86,397,1195
E4258,81,79,66,85,86,397,1196
E2122,59,75,100,86,77,397,1197
E9538,68,89,79,62,99,397,1198
E5428,71,91,83,95,57,397,1199
E5671,70,54,89,96,88,397,1200
E8618,76,66,83,90,82,397,1201
E0323,61,87,76,95,78,397,1202
E0037,67,92,74,74,90,397,1203
E4746,81,69,100,83,64,397,1204
E5146,95,78,79,60,84,396,1205
E9870,99,90,96,71,40,396,1206
E0952,87,67,83,64,95,396,1207
E3898,75,94,75,94,58,396,1208
E9661,81,55,83,94,83,396,1209
E9696,43,96,98,86,73,396,1210
E7468,76,98,84,91,47,396,1211
E4210,92,73,52,91,88,396,1212
E6960,95,98,57,75,71,396,1213
E3677,90,91,66,72,77,396,1214
E7043,97,44,91,85,79,396,1215
E6614,98,90,65,54,89,396,1216
E7431,53,94,90,65,94,396,1217
E5182,45,100,95,75,81,396,1218
E7205,91,98,73,86,48,396,1219
E8437,91,60,87,65,93,396,1220
E4105,88,93,41,89,85,396,1221
E6863,86,87,73,59,91,396,1222
E5484,94,56,64,91,91,396,1223
E8298,86,72,78,66,94,396,1224
E1008,97,42,80,83,94,396,1225
E8394,88,92,90,54,72,396,1226
E1417,88,58,95,100,55,396,1227
E4524,60,91,96,72,77,396,1228
E9599,71,89,75,100,61,396,1229
E9705,85,48,96,76,91,396,1230
E0640,85,65,78,70,98,396,1231
E2888,81,76,91,61,87,396,1232
E1019,81,98,52,67,98,396,1233
E6197,68,89,96,84,59,396,1234
E7947,93,84,60,95,64,396,1235
E9330,76,53,80,100,87,396,1236
E0506,41,96,95,89,75,396,1237
E1509,72,53,96,79,96,396,1238
E1179,77,99,62,61,97,396,1239
E6006,86,90,48,75,97,396,1240
E5345,80,99,63,95,59,396,1241
E8123,63,65,76,97,95,396,1242
E0889,93,56,83,78,86,396,1243
E0608,79,69,84,89,75,396,1244
E7369,62,88,51,96,99,396,1245
E6861,87,73,100,76,60,396,1246
E4813,91,54,100,55,96,396,1247
E0919,62,70,100,75,89,396,1248
E7472,83,51,97,84,81,396,1249
E8500,99,45,98,64,89,395,1250
E3886,94,100,86,40,75,395,1251
E4847,71,84,64,76,100,395,1252
E6408,94,68,63,70,100,395,1253
E3477,59,98,64,97,77,395,1254
E8163,85,46,98,96,70,395,1255
E8901,82,90,78,59,86,395,1256
E0234,80,100,92,49,74,395,1257
E4366,85,91,83,75,61,395,1258
E8242,88,70,77,71,89,395,1259
E6029,88,92,90,56,69,395,1260
E6403,99,81,56,65,94,395,1261
E1519,85,54,79,92,85,395,1262
E6567,96,89,63,64,83,395,1263
E4214,81,84,91,47,92,395,1264
E6908,92,75,78,57,93,395,1265
E6395,93,64,88,81,69,395,1266
E8775,99,86,67,63,80,395,1267
E0043,73,88,49,99,86,395,1268
E5248,62,78,96,69,90,395,1269
E8955,98,70,68,82,77,395,1270
E9848,75,90,79,82,69,395,1271
E0617,96,93,80,55,71,395,1272
E8622,82,53,62,99,99,395,1273
E4297,85,73,58,93,86,395,1274
E4217,97,77,44,92,85,395,1275
E9145,92,95,73,60,75,395,1276
E7214,99,79,57,82,78,395,1277
E6850,53,92,95,74,81,395,1278
E4830,92,73,100,48,82,395,1279
E7791,93,91,74,44,93,395,1280
E4036,73,76,99,72,75,395,1281
E8551,97,47,98,66,87,395,1282
E3578,87,77,87,44,100,395,1283
E0685,87,95,47,72,94,395,1284
E8220,66,90,58,100,81,395,1285
E3280,78,79,91,93,54,395,1286
E0468,93,66,87,69,80,395,1287
E4780,68,75,92,100,60,395,1288
E7489,96,56,92,73,78,395,1289
E2725,40,96,97,100,62,395,1290
E8687,74,63,99,78,81,395,1291
E9616,86,100,76,87,46,395,1292
E6842,84,71,89,94,57,395,1293
E5291,95,83,65,76,76,395,1294
E8617,92,60,65,84,94,395,1295
E7805,95,100,65,44,91,395,1296
E5278,63,73,90,79,90,395,1297
E0328,98,99,63,57,78,395,1298
E5960,65,65,92,94,79,395,1299
E4209,74,82,98,73,68,395,1300
E4058,92,64,58,95,86,395,1301
E6561,78,57,74,90,96,395,1302
E8830,83,85,78,54,95,395,1303
E2684,92,81,85,53,84,395,1304
E6776,67,98,85,77,68,395,1305
E9134,95,85,74,80,61,395,1306
E9787,81,66,76,79,93,395,1307
E8648,90,49,90,82,84,395,1308
E9622,58,49,98,100,90,395,1309
E5104,90,100,57,64,84,395,1310
E4183,76,76,48,97,97,394,1311
E7697,60,91,100,46,97,394,1312
E1759,57,90,89,96,62,394,1313
E9480,40,94,68,95,97,394,1314
E2060,89,95,50,81,79,394,1315
E9463,60,93,63,80,98,394,1316
E2008,74,99,53,90,78,394,1317
E1973,46,98,95,77,78,394,1318
E7232,95,94,88,65,52,394,1319
E0788,74,96,79,68,77,394,1320
E7082,45,72,95,84,98,394,1321
E4767,75,79,96,64,80,394,1322
E6785,96,57,62,79,100,394,1323
E0261,68,66,98,81,81,394,1324
E2406,97,53,88,67,89,394,1325
E8849,49,84,90,82,89,394,1326
E4846,98,72,87,94,43,394,1327
E7268,63,94,78,62,97,394,1328
E2987,96,44,87,97,70,394,1329
E0238,88,82,73,57,94,394,1330
E5416,64,99,91,88,52,394,1331
E1006,77,54,91,76,96,394,1332
E3498,86,63,83,100,62,394,1333
E4646,93,78,63,89,71,394,1334
E1261,74,100,85,59,76,394,1335
E3610,57,97,89,58,93,394,1336
E6413,96,61,43,95,99,394,1337
E2558,44,93,98,63,96,394,1338
E2447,98,86,61,77,72,394,1339
E9635,82,77,99,59,77,394,1340
E6652,85,77,56,88,88,394,1341
E6148,71,81,78,75,89,394,1342
E6968,80,95,67,92,60,394,1343
E3339,86,46,96,100,66,394,1344
E9467,85,79,85,98,47,394,1345
E2723,64,85,91,83,71,394,1346
E3696,87,55,63,92,97,394,1347
E0937,82,100,65,99,48,394,1348
E6458,90,82,55,72,95,394,1349
E1092,92,95,91,59,57,394,1350
E6992,99,60,99,93,43,394,1351
E5831,76,91,82,77,68,394,1352
E2752,72,100,99,49,74,394,1353
E6489,56,84,95,98,61,394,1354
E2796,98,93,46,100,57,394,1355
E2310,81,98,93,49,73,394,1356
E0424,65,82,91,98,58,394,1357
E7244,100,82,61,53,98,394,1358
E1190,69,93,86,53,93,394,1359
E9430,92,85,61,57,99,394,1360
E7785,77,73,73,95,76,394,1361
E0313,68,90,56,80,100,394,1362
E6153,52,80,98,76,88,394,1363
E6664,89,100,82,63,60,394,1364
E6336,96,84,55,64,95,394,1365
E8476,58,85,99,57,95,394,1366
E2046,84,74,61,77,98,394,1367
E4200,77,56,100,95,66,394,1368
E8240,66,78,82,79,89,394,1369
E7222,76,99,43,90,86,394,1370
E1496,44,91,97,81,80,393,1371
E2516,98,71,74,98,52,393,1372
E9023,41,86,100,79,87,393,1373
E8456,78,67,89,80,79,393,1374
E6432,41,81,97,86,88,393,1375
E1168,79,71,97,71,75,393,1376
E5450,87,95,62,55,94,393,1377
E2386,83,55,95,95,65,393,1378
E4643,57,90,88,79,79,393,1379
E6456,64,99,96,40,94,393,1380
E9824,89,97,90,50,67,393,1381
E6568,70,88,74,81,80,393,1382
E3870,69,79,89,68,88,393,1383
E1567,88,79,78,83,65,393,1384
E1232,86,86,72,73,76,393,1385
E6051,75,66,95,95,62,393,1386
E1720,94,92,75,60,72,393,1387
E6086,93,91,51,76,82,393,1388
E4568,86,68,73,90,76,393,1389
E1455,48,72,99,77,97,393,1390
E7421,69,85,73,90,76,393,1391
E2581,86,54,83,87,83,393,1392
E5310,77,83,95,41,97,393,1393
E3432,51,91,99,90,62,393,1394
E9193,87,86,68,60,92,393,1395
E8191,85,68,88,98,54,393,1396
E5439,56,64,87,98,88,393,1397
E9149,69,76,100,94,54,393,1398
E9045,99,87,77,81,49,393,1399
E0407,95,98,83,46,71,393,1400
E2737,55,86,81,80,91,393,1401
E9063,68,72,86,73,94,393,1402
E3542,100,71,77,65,80,393,1403
E2906,64,56,98,94,81,393,1404
E6919,51,91,74,77,100,393,1405
E0960,75,80,52,99,87,393,1406
E5794,100,72,100,43,78,393,1407
E2049,100,76,40,88,89,393,1408
E2251,83,77,79,89,65,393,1409
E6370,88,51,100,54,100,393,1410
E2813,83,63,56,94,97,393,1411
E2592,96,85,58,91,63,393,1412
E0767,52,80,89,87,85,393,1413
E3505,86,68,63,98,78,393,1414
E4253,97,85,74,47,90,393,1415
E0631,67,72,91,97,66,393,1416
E5396,63,63,80,99,88,393,1417
E0081,80,84,100,41,88,393,1418
E7051,97,78,94,40,84,393,1419
E2666,62,93,68,70,100,393,1420
E5929,94,57,70,94,78,393,1421
E5871,97,88,60,73,75,393,1422
E6421,71,97,64,87,74,393,1423
E5835,45,86,99,78,85,393,1424
E3242,70,82,50,93,98,393,1425
E3484,56,87,79,86,85,393,1426
E1590,93,54,69,87,90,393,1427
E2448,93,82,80,87,51,393,1428
E1046,84,90,78,98,43,393,1429
E3773,80,96,70,71,76,393,1430
E1681,57,95,98,55,88,393,1431
E9418,62,65,84,84,98,393,1432
E0970,66,85,98,86,58,393,1433
E8563,97,69,91,55,81,393,1434
E3127,78,88,83,75,69,393,1435
E5322,97,83,74,74,65,393,1436
E8628,85,98,82,84,44,393,1437
E7291,62,75,65,93,97,392,1438
E6013,62,56,86,99,89,392,1439
E1375,98,97,61,45,91,392,1440
E9586,81,94,51,97,69,392,1441
E1285,54,85,93,73,87,392,1442
E8081,95,62,60,82,93,392,1443
E8602,74,96,54,97,71,392,1444
E0332,75,100,75,84,58,392,1445
E9962,78,82,82,58,92,392,1446
E2658,72,79,84,61,96,392,1447
E9240,84,93,53,86,76,392,1448
E6041,81,85,49,85,92,392,1449
E8478,93,78,75,72,74,392,1450
E2444,98,80,84,64,66,392,1451
E2496,89,63,75,67,98,392,1452
E1950,90,77,98,82,45,392,1453
E5373,94,74,65,98,61,392,1454
E5155,78,93,40,88,93,392,1455
E4356,83,73,83,76,77,392,1456
E3804,98,70,94,90,40,392,1457
E9794,100,49,87,58,98,392,1458
E9627,65,65,84,87,91,392,1459
E8784,100,93,93,63,43,392,1460
E4171,74,94,89,92,43,392,1461
E7798,95,83,73,93,48,392,1462
E9862,85,85,82,49,91,392,1463
E1702,92,55,95,75,75,392,1464
E1813,65,83,97,88,59,392,1465
E8067,96,66,91,63,76,392,1466
E5316,95,89,62,79,67,392,1467
E2904,45,77,89,89,92,392,1468
E7775,52,70,99,97,74,392,1469
E5973,92,81,66,94,59,392,1470
E3730,91,75,87,61,78,392,1471
E3344,77,52,92,97,74,392,1472
E2427,99,50,72,79,92,392,1473
E2067,72,55,94,86,85,392,1474
E3570,89,73,67,73,90,392,1475
E3251,90,57,87,64,94,392,1476
